Model,File,Format,Size_MB,FPS,Avg_ms,Std_ms,Min_ms,Max_ms,Total_Time_s,Total_Images,Avg_Confidence,Peak_Mem_MB,GPU_Mem_Total_MB,GPU_Mem_Alloc_MB,GPU_Mem_Cached_MB,Avg_CPU_Pct,Avg_RAM_Pct,Avg_GPU_Util_Pct
GenderAge-MobileNetV3,best_checkpoint.pth,PTH,21.420266151428223,40.4174028460911,19.495277310380953,4.6182335788555715,18.144570000004023,245.13622499944177,60.7906452909956,2457,0.779372735768496,145.677734375,15655.4921875,15.28515625,158.0,13.968181818181819,14.36954545454546,0.0
